,Name,District,Address,Price ($) p/m,Size (m2),Price per m2,Link
147,Joo Chiat Road,D15,Joo Chiat Rd,3199,1190,2.69,https://www.99.co/singapore/commercial/rent/property/joo-chiat-road-office-TY7ap2QpwhTxmHVmddPSFg#enquiry_source--Search
148,New Bridge Road,D1,New Bridge Rd,12000,1373,8.74,https://www.99.co/singapore/commercial/rent/property/new-bridge-road-office-8X8N36J6Nfus7tRLHJfbBR#enquiry_source--Search
149,Wave9,D27,Woodlands Industrial Pk E9,4900,1840,2.66,https://www.99.co/singapore/commercial/rent/property/wave9-office-NfgZqFrsKWc62xcgrKVUoc#enquiry_source--Search
150,Serangoon Garden Estate,D19,Maju Ave,6500,1200,5.42,https://www.99.co/singapore/commercial/rent/property/serangoon-garden-estate-office-DKg92BKBBMhF3zmS2coJpB#enquiry_source--Search
151,Icb Enterprise House,D7,Middle Rd,700,70,10.0,https://www.99.co/singapore/commercial/rent/property/icb-enterprise-house-office-aJC8SuHMocq6GnfTBWGqYB#enquiry_source--Search
152,AZ @ Paya Lebar,D14,Paya Lebar Rd,5000,1970,2.54,https://www.99.co/singapore/commercial/rent/property/az-paya-lebar-office-DWNe8EcYaCMQsFRQqLHhrR#enquiry_source--Search
153,North Bridge Centre,D7,Nth Bridge Rd,1565,204,7.67,https://www.99.co/singapore/commercial/rent/property/north-bridge-centre-office-mzxQfoRGaNKoJjLnZq2i67#enquiry_source--Search
154,Woods Square,D25,Woodlands Square,2576,560,4.6,https://www.99.co/singapore/commercial/rent/property/woods-square-office-UNdkfSqUpGTNCNG4wjduaA#enquiry_source--Search
155,Fook Hai Building,D1,Sth Bridge Rd,3000,440,6.82,https://www.99.co/singapore/commercial/rent/property/fook-hai-building-office-GoXXDn77DV6uHpwZv4d7dx#enquiry_source--Search
156,Centennial Tower,D1,Temasek Ave,31902,2454,13.0,https://www.99.co/singapore/commercial/rent/property/centennial-tower-office-Fr4UmkpzfKQ5uYv2VaMZJ8#enquiry_source--Search
157,Crystal Time Building,D13,Tannery Lane,6950,3020,2.3,https://www.99.co/singapore/commercial/rent/property/crystal-time-building-office-Mi8JC6XU72ZfVyFCHRXcXW#enquiry_source--Search
158,One Holland Village Residences / One Holland Village,D10,Holland Village Way,191719,20181,9.5,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-JAZS8QME3Vjk53DzgkZdNy#enquiry_source--Search
159,Goodland Group Building,D19,Kim Chuan Lane,8500,2454,3.46,https://www.99.co/singapore/commercial/rent/property/goodland-group-building-office-4QeLBy2Nepoe5oJwJUfyvi#enquiry_source--Search
160,International Plaza,D2,Anson Rd,860,80,10.75,https://www.99.co/singapore/commercial/rent/property/international-plaza-office-3w6FWxmS7LnGp23VsqQ6A9#enquiry_source--Search
161,Hongkong Street,D1,Hongkong St,900,150,6.0,https://www.99.co/singapore/commercial/rent/property/hongkong-street-office-XQbbCM3EeTtDa9T8FXUcKD#enquiry_source--Search
162,King's Centre,D3,Havelock Rd,12560,1744,7.2,https://www.99.co/singapore/commercial/rent/property/kings-centre-office-hPbDcUoEDYNrfVzKbkdAHN#enquiry_source--Search
163,Woods Square,D25,Woodlands Square,4300,646,6.66,https://www.99.co/singapore/commercial/rent/property/woods-square-office-6Aj3bdmEZ4KRCMxX4UB8kH#enquiry_source--Search
164,E-Centre @ Redhill,D3,Jln Bt Merah,3000,990,3.03,https://www.99.co/singapore/commercial/rent/property/ecentre-redhill-office-5cQunkrjyWV8fH7PLug2x4#enquiry_source--Search
165,Regency House,D9,Penang Rd,12270,1636,7.5,https://www.99.co/singapore/commercial/rent/property/regency-house-office-mGYfDVfpvkH36jtPyW5Krp#enquiry_source--Search
166,WIS @ Changi,D14,Changi Rd,890000,506,1758.89,https://www.99.co/singapore/commercial/rent/property/wis-changi-office-jNyeyqqfzp8orLKBWwrnfn#enquiry_source--Search
167,Crystal Time Building,D13,Tannery Lane,5300,2103,2.52,https://www.99.co/singapore/commercial/rent/property/crystal-time-building-office-j42dSVG5KcMZUVqahMi4fY#enquiry_source--Search
168,The Adelphi,D6,,2050,300,6.83,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-PAzixKFkwMuWj9hjUv7iDb#enquiry_source--Search
169,Science Centre Road,D22,Science Centre Rd,39158,11188,3.5,https://www.99.co/singapore/commercial/rent/property/science-centre-road-office-7sh48txnkrHjLp9qh8qHra#enquiry_source--Search
170,Tuas Techpark,D22,Tech Pk Cres,25498,7285,3.5,https://www.99.co/singapore/commercial/rent/property/tuas-techpark-office-HFQFoHML8UY4hWsMUoTwFA#enquiry_source--Search
171,Lee King Hwa Building,D19,Tai Seng Link,2800,550,5.09,https://www.99.co/singapore/commercial/rent/property/lee-king-hwa-building-office-bukFBKEcYbQPSorxPy9Nup#enquiry_source--Search
172,Woods Square,D25,Woodlands Square,2657,560,4.74,https://www.99.co/singapore/commercial/rent/property/woods-square-office-yNfEaWvwdRrGioR7Vbm4eK#enquiry_source--Search
173,Midview City,D20,Sin Ming Lane,1350,180,7.5,https://www.99.co/singapore/commercial/rent/property/midview-city-office-FfqaCsjfmcBXafhQXtrtbT#enquiry_source--Search
174,The Octagon,D1,Cecil St,40000,6189,6.46,https://www.99.co/singapore/commercial/rent/property/the-octagon-office-yrCxsuDwZwdh49WcBY7xN4#enquiry_source--Search
175,Peninsula Plaza,D6,Nth Bridge Rd,9768,1776,5.5,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-i6hgRTRHtQNUWSa3hZ9vNW#enquiry_source--Search
176,SIF Building,D1,Robinson Rd,7200,987,7.29,https://www.99.co/singapore/commercial/rent/property/sif-building-office-eUXj8HMdaWkaMHmMf4GX7A#enquiry_source--Search
177,Keck Seng Tower,D1,Cecil St,7750,1195,6.49,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-dUQiTqNmakYcJcWYWsBuEP#enquiry_source--Search
178,Keck Seng Tower,D1,Cecil St,11800,2144,5.5,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-RHGTqc2P68sAc5ueJZjHsE#enquiry_source--Search
179,Keck Seng Tower,D1,Cecil St,7300,1260,5.79,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-QxazP2TL9bMcDjByppE5KQ#enquiry_source--Search
180,Peninsula Plaza,D6,Nth Bridge Rd,4850,915,5.3,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-QZJmtJwjn95iBgvpE6K9AA#enquiry_source--Search
181,The House Of Eden,D1,Robinson Rd,5400,665,8.12,https://www.99.co/singapore/commercial/rent/property/the-house-of-eden-office-MVbbpqZUe9eptEjhH6Qn24#enquiry_source--Search
182,International Building,D9,Orchard Rd,4800,538,8.92,https://www.99.co/singapore/commercial/rent/property/international-building-office-L2aieXpqa5MdZXSqjrxrsX#enquiry_source--Search
183,Keck Seng Tower,D1,Cecil St,8500,1304,6.52,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-Jivc4fDEPAyU5MrzcmgK5#enquiry_source--Search
184,Keck Seng Tower,D1,Cecil St,8860,1304,6.79,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-H3iFir7ifVbu52SDhtBtum#enquiry_source--Search
185,Keck Seng Tower,D1,Cecil St,6850,1182,5.8,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-DSymsJKNbfet7d5uuSkPWh#enquiry_source--Search
186,Keck Seng Tower,D1,Cecil St,11500,2144,5.36,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-3t7thgH9ULqUeLDDa6PjWP#enquiry_source--Search
187,Keck Seng Tower,D1,Cecil St,16800,2589,6.49,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-2dC2wc3jR6RehkJefyVCiy#enquiry_source--Search
188,SIF Building,D1,Robinson Rd,9200,1233,7.46,https://www.99.co/singapore/commercial/rent/property/sif-building-office-2B2WtheCML45dssrkSRagU#enquiry_source--Search
189,King's Centre,D3,Havelock Rd,12560,1744,7.2,https://www.99.co/singapore/commercial/rent/property/kings-centre-office-iaAW3amsHhRHwtEk2ef5EN#enquiry_source--Search
190,China Street,D1,China St,17280,2400,7.2,https://www.99.co/singapore/commercial/rent/property/china-street-office-mSbQPjvDspiptYEY49gdo8#enquiry_source--Search
191,One Holland Village Residences / One Holland Village,D10,Holland Village Way,51908,5464,9.5,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-jDGo3ihnUgkwJhmCu2NWNQ#enquiry_source--Search
192,Woods Square,D25,Woodlands Square,5922,1346,4.4,https://www.99.co/singapore/commercial/rent/property/woods-square-office-hHRw2hRxrZUYKDzXKUfLqz#enquiry_source--Search
193,Woods Square,D25,Woodlands Square,4067,581,7.0,https://www.99.co/singapore/commercial/rent/property/woods-square-office-hB37s5z3W5xAdNjcN8J5LD#enquiry_source--Search
194,Orchard Rendezvous Hotel,D10,Tanglin Rd,9493,1217,7.8,https://www.99.co/singapore/commercial/rent/property/orchard-rendezvous-hotel-office-drG7XWcUZ6Fs3r4wBvUj95#enquiry_source--Search
195,One Holland Village Residences / One Holland Village,D10,Holland Village Way,50141,5278,9.5,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-ZZMHBDhffSJDwbh2DeihuX#enquiry_source--Search
196,Far East Shopping Centre,D9,Orchard Rd,2100,363,5.79,https://www.99.co/singapore/commercial/rent/property/far-east-shopping-centre-office-YabPhXkeGiUUpQPmUyTUNu#enquiry_source--Search
197,Woods Square,D25,Woodlands Square,4593,1044,4.4,https://www.99.co/singapore/commercial/rent/property/woods-square-office-WByyvywiUi5W6bcRWwB827#enquiry_source--Search
198,Woods Square,D25,Woodlands Square,3766,538,7.0,https://www.99.co/singapore/commercial/rent/property/woods-square-office-UVfpLYjRXgtAxQRHrj3t9Y#enquiry_source--Search
199,Orchard Rendezvous Hotel,D10,Tanglin Rd,7500,1001,7.49,https://www.99.co/singapore/commercial/rent/property/orchard-rendezvous-hotel-office-UMwSNqYnGgyo8cPyH3P4rq#enquiry_source--Search
200,Woods Square,D25,Woodlands Square,4167,947,4.4,https://www.99.co/singapore/commercial/rent/property/woods-square-office-U33cQmoq5kWoh2bNNoxmh5#enquiry_source--Search
201,Far East Shopping Centre,D9,Orchard Rd,5100,883,5.78,https://www.99.co/singapore/commercial/rent/property/far-east-shopping-centre-office-TYPtzug3Yjsx3TjmdmXPjc#enquiry_source--Search
202,One Holland Village Residences / One Holland Village,D10,Holland Village Way,42370,4460,9.5,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-T2NB2voRjkmphCSxMSSXbV#enquiry_source--Search
203,Far East Finance Building,D1,Robinson Rd,8592,1432,6.0,https://www.99.co/singapore/commercial/rent/property/far-east-finance-building-office-NtAKSVduXutdrtfn2ZaZeT#enquiry_source--Search
204,Far East Shopping Centre,D9,Orchard Rd,18800,3359,5.6,https://www.99.co/singapore/commercial/rent/property/far-east-shopping-centre-office-NmW4kJQV45uoUUsRjexRkX#enquiry_source--Search
205,Woods Square,D25,Woodlands Square,2408,560,4.3,https://www.99.co/singapore/commercial/rent/property/woods-square-office-GU2HXaGdvaB9jytB8PLBRU#enquiry_source--Search
206,Woods Square,D25,Woodlands Square,8512,1216,7.0,https://www.99.co/singapore/commercial/rent/property/woods-square-office-F9Svx4sAzb7S5NWmYBZeK2#enquiry_source--Search
207,Woods Square,D25,Woodlands Square,3542,506,7.0,https://www.99.co/singapore/commercial/rent/property/woods-square-office-EWcYvCtuJNTeG7QX9dhacR#enquiry_source--Search
208,Woods Square,D25,Woodlands Square,4972,1130,4.4,https://www.99.co/singapore/commercial/rent/property/woods-square-office-CMpYSERcDTxMxNTsLBBso2#enquiry_source--Search
209,Woods Square,D25,Woodlands Square,22529,3466,6.5,https://www.99.co/singapore/commercial/rent/property/woods-square-office-C9wrG8bEZcRWhnjUK7oWfj#enquiry_source--Search
210,One Holland Village Residences / One Holland Village,D10,Holland Village Way,47053,4953,9.5,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-9rndoRS38EdsSCzEFYPZpJ#enquiry_source--Search
211,One Holland Village Residences / One Holland Village,D10,Holland Village Way,38598,4063,9.5,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-9rHghyxApYC4xq9hq2HzM8#enquiry_source--Search
212,One Holland Village Residences / One Holland Village,D10,Holland Village Way,37031,3898,9.5,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-8YQBVSbYTWd92pJWox7cEs#enquiry_source--Search
213,Woods Square,D25,Woodlands Square,5047,721,7.0,https://www.99.co/singapore/commercial/rent/property/woods-square-office-4X5aXx5kY6SdTZ3pRA9R22#enquiry_source--Search
214,Woods Square,D25,Woodlands Square,4144,592,7.0,https://www.99.co/singapore/commercial/rent/property/woods-square-office-4HicXngafb2QuyEj4PptQn#enquiry_source--Search
215,Regency House,D9,Penang Rd,12270,1636,7.5,https://www.99.co/singapore/commercial/rent/property/regency-house-office-2LbNmqWCrB9r55Gamo5XWf#enquiry_source--Search
216,King's Centre,D3,Havelock Rd,12560,1744,7.2,https://www.99.co/singapore/commercial/rent/property/kings-centre-office-mCo3waomQgpm2kdQiB4KKC#enquiry_source--Search
217,Parkway Parade,D15,Marine Parade Rd,6214,956,6.5,https://www.99.co/singapore/commercial/rent/property/parkway-parade-office-Urnw4umpsLQivn6br3fJoA#enquiry_source--Search
218,Jurong Town Hall,D22,Jurong Town Hall Rd,4000,1150,3.48,https://www.99.co/singapore/commercial/rent/property/jurong-town-hall-office-4v3iTTTeXnSQrGEMrENnzJ#enquiry_source--Search
219,Parkway Parade,D15,Marine Parade Rd,6200,956,6.49,https://www.99.co/singapore/commercial/rent/property/parkway-parade-office-VU3Ku8SsZ4yBWYgAsiWVQo#enquiry_source--Search
220,ESR Bizpark @ Changi,D16,Changi Business Pk Ave 1,20824,5206,4.0,https://www.99.co/singapore/commercial/rent/property/esr-bizpark-changi-office-G4uYeV2ThURLJ4Sw8TWnyz#enquiry_source--Search
221,Paya Lebar Square,D14,Paya Lebar Rd,6500,950,6.84,https://www.99.co/singapore/commercial/rent/property/paya-lebar-square-office-Xcc7uP97THuxnEqnq6iLT4#enquiry_source--Search
222,Chye Sing Building,D7,Beach Rd,7500,1700,4.41,https://www.99.co/singapore/commercial/rent/property/chye-sing-building-office-fvzWkGkF54xeCvSqTzU45S#enquiry_source--Search
223,The Heeren,D9,Orchard Rd,12000,926,12.96,https://www.99.co/singapore/commercial/rent/property/the-heeren-office-CHU5A8Dkv8LmqHEFdywzCH#enquiry_source--Search
224,The Heeren,D9,Orchard Rd,18000,1507,11.94,https://www.99.co/singapore/commercial/rent/property/the-heeren-office-RnDoKGBUx3Gw4hoeaFqq23#enquiry_source--Search
225,The Heeren,D9,Orchard Rd,9000,732,12.3,https://www.99.co/singapore/commercial/rent/property/the-heeren-office-ZgAqBdQkbYEmuvELX24AZw#enquiry_source--Search
226,Tong Eng Building,D1,Cecil St,2778,463,6.0,https://www.99.co/singapore/commercial/rent/property/tong-eng-building-office-RRvNBnCNAiDrTWdz4rTamW#enquiry_source--Search
227,Ibis Singapore Bencoolen,D7,Bencoolen St,6490,1475,4.4,https://www.99.co/singapore/commercial/rent/property/ibis-singapore-bencoolen-office-Mzp5sC53pbtpXvYiTkdr5E#enquiry_source--Search
228,Viva Vista,D5,Sth Buona Vista Rd,1400,280,5.0,https://www.99.co/singapore/commercial/rent/property/viva-vista-office-PzZee6qRaGG2F9wz89CrFT#enquiry_source--Search
229,Vision Exchange,D22,Venture Dr,7770,1689,4.6,https://www.99.co/singapore/commercial/rent/property/vision-exchange-office-PpJdVcsj5JLmWjEUxe5gDg#enquiry_source--Search
230,The Adelphi,D6,Coleman St,1980,300,6.6,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-murRqFeRQTXp6sR4AGo2H6#enquiry_source--Search
231,The Adelphi,D6,Coleman St,2200,350,6.29,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-8diJHwfCMDunBgeMYSDp96#enquiry_source--Search
232,Woods Square,D25,Woodlands Square,48752,9849,4.95,https://www.99.co/singapore/commercial/rent/property/woods-square-office-jPbfy6hMFcideNWomKHJce#enquiry_source--Search
233,North Bridge Centre,D7,Nth Bridge Rd,1746,291,6.0,https://www.99.co/singapore/commercial/rent/property/north-bridge-centre-office-fi8J5CCkeHk37tb7uJVqCn#enquiry_source--Search
234,Gateway West,D7,Beach Rd,5557,741,7.5,https://www.99.co/singapore/commercial/rent/property/gateway-west-office-MuWTDvZjF6GznRMo7ybQPJ#enquiry_source--Search
235,Centrium Square,D8,Serangoon Rd,1588,150,10.59,https://www.99.co/singapore/commercial/rent/property/centrium-square-office-Uygm9LNwKmhHJJAznDE6oN#enquiry_source--Search
236,The Bencoolen,D7,Bencoolen St,3288,678,4.85,https://www.99.co/singapore/commercial/rent/property/the-bencoolen-office-eFFPrChrogAWKZ43irnrQ6#enquiry_source--Search
237,One Raffles Place,D1,Raffles Pl,14800,1356,10.91,https://www.99.co/singapore/commercial/rent/property/one-raffles-place-office-LHtmHUc65YbBMCNdvULtnC#enquiry_source--Search
238,Woods Square,D25,Woodlands Square,2688,560,4.8,https://www.99.co/singapore/commercial/rent/property/woods-square-office-2wTdoSisq7R96HXGVm7VSm#enquiry_source--Search
239,Fusionopolis Link,D5,Fusionopolis Link,21864,3644,6.0,https://www.99.co/singapore/commercial/rent/property/fusionopolis-link-office-byMafATABF8ua57KdDLZj9#enquiry_source--Search
240,City House,D1,Robinson Rd,11000,1313,8.38,https://www.99.co/singapore/commercial/rent/property/city-house-office-oD9krjQ24GSp2rmeaKYeWB#enquiry_source--Search
241,The Adelphi,D6,Coleman St,17959,3046,5.9,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-4uGn4yqeZUiP65x8YiUBDY#enquiry_source--Search
242,Ocean Financial Centre,D1,Collyer Quay,17285,1744,9.91,https://www.99.co/singapore/commercial/rent/property/ocean-financial-centre-office-iEV2YPAa9mHR9PxMKauhZP#enquiry_source--Search
243,OG Albert Complex,D7,Albert St,2979,573,5.2,https://www.99.co/singapore/commercial/rent/property/og-albert-complex-office-vPC2MyX3wAWJDsXDUYFdE5#enquiry_source--Search
245,PSA Vista,D5,Harbour Dr,18800,4193,4.48,https://www.99.co/singapore/commercial/rent/property/psa-vista-office-3T6RFDf7KGzddMghxK5FgN#enquiry_source--Search
246,PSA Vista,D5,Harbour Dr,5300,1281,4.14,https://www.99.co/singapore/commercial/rent/property/psa-vista-office-TxCca36nSZ3DrDYdgiQ8ED#enquiry_source--Search
247,Parkway Parade,D15,Marine Parade Rd,6214,956,6.5,https://www.99.co/singapore/commercial/rent/property/parkway-parade-office-bAghdKYDu8YVVwwLUrz3PF#enquiry_source--Search
248,Tampines Plaza 2,D18,Tampines Ctrl 1,8520,1420,6.0,https://www.99.co/singapore/commercial/rent/property/tampines-plaza-2-office-35VpTCMiecLZLmGy4JXL3d#enquiry_source--Search
249,Woods Square,D25,Woodlands Square,24262,3466,7.0,https://www.99.co/singapore/commercial/rent/property/woods-square-office-WUtGriTwoN5LExZLAxeA6g#enquiry_source--Search
250,Boat Quay Conservation Area,D1,Circular Rd,5736,1195,4.8,https://www.99.co/singapore/commercial/rent/property/boat-quay-conservation-area-office-Phv7icngLYnGKR6puQyRmn#enquiry_source--Search
251,Keck Seng Tower,D1,Cecil St,7092,1182,6.0,https://www.99.co/singapore/commercial/rent/property/keck-seng-tower-office-bStkzURhsq3rLdu7LcyStj#enquiry_source--Search
252,The Synergy,D22,International Business Pk,1764,420,4.2,https://www.99.co/singapore/commercial/rent/property/the-synergy-office-kfqXVuL3srEtKw4qDjByDa#enquiry_source--Search
253,Concorde Shopping Centre,D3,Outram Rd,68321,12422,5.5,https://www.99.co/singapore/commercial/rent/property/concorde-shopping-centre-office-eRZHqgra4ioszVt4ftg7Xd#enquiry_source--Search
254,The Riverwalk,D1,Upp Circular Rd,4202,667,6.3,https://www.99.co/singapore/commercial/rent/property/the-riverwalk-office-Zojx5W78gdzpS7ojJDWuPe#enquiry_source--Search
255,The Riverwalk,D1,Upp Circular Rd,3036,506,6.0,https://www.99.co/singapore/commercial/rent/property/the-riverwalk-office-4uoFbvGB3eKaHEZo84tZPr#enquiry_source--Search
256,Concorde Shopping Centre,D3,Outram Rd,2454,409,6.0,https://www.99.co/singapore/commercial/rent/property/concorde-shopping-centre-office-PBj3NpqigiMnEX5SUdrPkP#enquiry_source--Search
257,Concorde Shopping Centre,D3,Outram Rd,2388,398,6.0,https://www.99.co/singapore/commercial/rent/property/concorde-shopping-centre-office-DNLRXjrVHxUNmrkFrhXrLt#enquiry_source--Search
258,Concorde Shopping Centre,D3,Outram Rd,6405,1281,5.0,https://www.99.co/singapore/commercial/rent/property/concorde-shopping-centre-office-LfJLGgg43tvq68yYtyHyEq#enquiry_source--Search
259,Mohamed Sultan Road,D9,Mohamed Sultan Rd,3000,580,5.17,https://www.99.co/singapore/commercial/rent/property/mohamed-sultan-road-office-RgJJACUkXYiFv8Y2Re72R6#enquiry_source--Search
260,100 AM,D2,Tras St,6028,753,8.01,https://www.99.co/singapore/commercial/rent/property/100-am-office-Sj7aUqAFSGRzDS7aeTKxBn#enquiry_source--Search
261,100 AM,D2,Tras St,32720,4090,8.0,https://www.99.co/singapore/commercial/rent/property/100-am-office-ismoC3Gf6gEEzSsFXbKhc5#enquiry_source--Search
262,Anson Road,D2,Anson Rd,23903,2173,11.0,https://www.99.co/singapore/commercial/rent/property/anson-road-office-ko7imwm3dZd6qRw4uBtHK6#enquiry_source--Search
263,United Square,D11,Thomson Rd,8630,1098,7.86,https://www.99.co/singapore/commercial/rent/property/united-square-office-daX23JY9NyAGnSRT9tVeGt#enquiry_source--Search
264,The Commerze @ Irving,D13,Irving Pl,3000,1400,2.14,https://www.99.co/singapore/commercial/rent/property/the-commerze-irving-office-QhwUJaK8d9k2kx8Gbvvh3u#enquiry_source--Search
265,Woods Square,D25,Woodlands Square,5000,1130,4.42,https://www.99.co/singapore/commercial/rent/property/woods-square-office-Zss7XAmySeKqxhAdqoFNtK#enquiry_source--Search
266,Woods Square,D25,Woodlands Square,5000,1130,4.42,https://www.99.co/singapore/commercial/rent/property/woods-square-office-nWS7joMX9XzvCCGtygom7y#enquiry_source--Search
267,Far East Finance Building,D1,Robinson Rd,8600,1432,6.01,https://www.99.co/singapore/commercial/rent/property/far-east-finance-building-office-nonwvGouuMgxWKACgCpGVC#enquiry_source--Search
268,Far East Finance Building,D1,Robinson Rd,8600,1432,6.01,https://www.99.co/singapore/commercial/rent/property/far-east-finance-building-office-CCACrSdHUb6rpyaqGYfrYA#enquiry_source--Search
269,One Holland Village Residences / One Holland Village,D10,Holland Village Way,192000,5289,36.3,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-EYJcnPW6NrjTbE2c9SzNAC#enquiry_source--Search
270,One Holland Village Residences / One Holland Village,D10,Holland Village Way,192000,5289,36.3,https://www.99.co/singapore/commercial/rent/property/one-holland-village-office-VAdgfLk3Y9qrgQGrpPPCDo#enquiry_source--Search
271,Tong Eng Building,D1,Cecil St,2685,463,5.8,https://www.99.co/singapore/commercial/rent/property/tong-eng-building-office-8fudDFdLL3KFKW3ddmyTFC#enquiry_source--Search
272,Singapore Post Centre,D14,Eunos Rd 8,26000,4000,6.5,https://www.99.co/singapore/commercial/rent/property/singapore-post-centre-office-ZhfBSgwN8sooCsHocDnysf#enquiry_source--Search
273,Woods Square,D25,Woodlands Square,9988,1722,5.8,https://www.99.co/singapore/commercial/rent/property/woods-square-office-ESJafF4LgMaYhr3PhAwNhB#enquiry_source--Search
274,Woods Square,D25,Woodlands Square,100059,20214,4.95,https://www.99.co/singapore/commercial/rent/property/woods-square-office-L38AQPRmcn7x9oHpHP8Q4e#enquiry_source--Search
275,Kreta Ayer Conservation Area,D1,Mosque St,15000,2400,6.25,https://www.99.co/singapore/commercial/rent/property/kreta-ayer-conservation-area-office-bizxYRCuFnBMgA79iQDuox#enquiry_source--Search
276,Woods Square,D25,Woodlands Square,8888,1679,5.29,https://www.99.co/singapore/commercial/rent/property/woods-square-office-Qj2upoT3LUjNcFYh2B7xfM#enquiry_source--Search
277,Victoria Street,D7,Victoria St,300000,30000,10.0,https://www.99.co/singapore/commercial/rent/property/victoria-street-office-xBhP7AfvBChT9SfghBuxLF#enquiry_source--Search
278,Tanjong Pagar Conservation Area,D2,Tras St,2320,400,5.8,https://www.99.co/singapore/commercial/rent/property/tanjong-pagar-conservation-area-office-WmS4bgkQCR9CWUfR8sKdqm#enquiry_source--Search
279,Suntec City Towers,D1,Temasek Boulevard,5768,560,10.3,https://www.99.co/singapore/commercial/rent/property/suntec-city-towers-office-2MMrSDKfsQB9SzjSD8np2G#enquiry_source--Search
280,Havelock2,D1,Havelock Rd,2940,420,7.0,https://www.99.co/singapore/commercial/rent/property/havelock2-office-Da2Bn3HrbNJYC4MdqQqSES#enquiry_source--Search
281,Havelock2,D1,Havelock Rd,5726,818,7.0,https://www.99.co/singapore/commercial/rent/property/havelock2-office-8mikpjveW6atDwPwgGE2qM#enquiry_source--Search
282,Havelock2,D1,Havelock Rd,11151,1593,7.0,https://www.99.co/singapore/commercial/rent/property/havelock2-office-c2eNo9w9ML8pLVU9SSR5vF#enquiry_source--Search
283,Serangoon Road,D8,Serangoon Rd,4500,700,6.43,https://www.99.co/singapore/commercial/rent/property/serangoon-road-office-WJTXacGYk2nceTGU67MFe9#enquiry_source--Search
284,Amoy Street,D1,Amoy St,14100,2662,5.3,https://www.99.co/singapore/commercial/rent/property/amoy-street-office-23FXoB7bGFXSNBBA3awt3k#enquiry_source--Search
285,Bangkok Bank Building,D1,Cecil St,23100,4200,5.5,https://www.99.co/singapore/commercial/rent/property/bangkok-bank-building-office-C4QCFPpPN5zFz39ahZ5ovG#enquiry_source--Search
286,Sky Line Building,D7,Waterloo St,2813,625,4.5,https://www.99.co/singapore/commercial/rent/property/sky-line-building-office-Mkm5TM93x2qN7V3KZYGhww#enquiry_source--Search
287,New Bridge Road,D1,New Bridge Rd,11999,1373,8.74,https://www.99.co/singapore/commercial/rent/property/new-bridge-road-office-QJs2xdMzcULqmcPQu6voim#enquiry_source--Search
288,Bukit Merah Central,D3,Bt Merah Ctrl,3000,678,4.42,https://www.99.co/singapore/commercial/rent/property/bukit-merah-central-office-3SjkJUgaDMC3yXA2ViZFRF#enquiry_source--Search
289,The Adelphi,D6,Coleman St,13435,2067,6.5,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-jfemjLaUikWVHDxQiYJrPk#enquiry_source--Search
290,OG Albert Complex,D7,Albert St,5855,1126,5.2,https://www.99.co/singapore/commercial/rent/property/og-albert-complex-office-iKdiXXnP4eHxdLHuhT75qk#enquiry_source--Search
291,Jun Xin Building,D7,Nth Bridge Rd,31000,6334,4.89,https://www.99.co/singapore/commercial/rent/property/jun-xin-building-office-hQy8cu68QkEqYSQ23F8NgV#enquiry_source--Search
292,Peninsula Plaza,D6,Nth Bridge Rd,11900,2174,5.47,https://www.99.co/singapore/commercial/rent/property/peninsula-plaza-office-gMZpCst2uuxdkH4eB5FgvP#enquiry_source--Search
293,The Adelphi,D6,Coleman St,9373,1442,6.5,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-dXadRHHFQTpdmSzSZiFYvh#enquiry_source--Search
294,The Adelphi,D6,Coleman St,14345,2207,6.5,https://www.99.co/singapore/commercial/rent/property/the-adelphi-office-anvrYqQn58gufHoRAo6K2d#enquiry_source--Search
295,Hd 139,D1,Cecil St,43238,6652,6.5,https://www.99.co/singapore/commercial/rent/property/hd-139-office-XgawVp6nPAKHZdzh2Vd5mX#enquiry_source--Search
